"HolderAddress","Balance","PendingBalanceUpdate"
"0x968183540acad0ce0ac90dc5242b8203281a9ebe","32.224145092","No"
"0x3814ee459490d6493afe99391fce88bedad69fd9","32","No"
"0x978537d541c133dfd430c6206c43fb63e451d509","30.259346932","No"
"0xd3c8ec87f9f58225784dc2d2da3b3a0704606184","30.00000089","No"
"0xb243ae16371d3b0caeb4a6b553c3c32476d26c3d","27","No"
"0x8cacb191886d96551e27256962396204afd38b9f","23","No"
"0xe73ca11c495c28c79b024063e37dd55683cc3e54","22","No"
"0x5b55f50941e6e43486376a9227743ef709a28d7f","20","No"
"0x6666a9a7ebea0e4abef63195ef9c226419a75369","15","No"
"0x48e4c58ba10c9f05a01d8ce2a53729bc919e6331","13","No"
"0x1cd946e9ac6841f285ab3cfcea7bc2788f6c4893","11","No"
"0x92661b9b4978eba389de930ca79cc545199f70a5","10.229127252","No"
"0xc6844e304544d5c83230c447e4d8eb9bbced7159","10","No"
"0x4c1dfdfa8ce35a8a8dc68dc03c881c947add874e","9","No"
"0xb8fbd8799742a17036686d14442be9712e925201","8","No"
"0x222ae9c9d0f9e3afe78b03b80508ee3f4d5d6c86","7","No"
"0xb1db653e55c8cf438d9839422aeebdac766993d4","7","No"
"0x940e23e3bb46847fb8ef3dfb12862f98a8adda16","6.421321163","No"
"0xf5c4f3dc02c3fb9279495a8fef7b0741da956157","3.616831637","No"
"0xd40d8d4e3fd955920633e99e3bdd5c1581f77065","3","No"
"0x104184e7c9ff1a35451d77726f7d955e0529d634","2","No"
"0x3a492b128fdabc494bfff6a7b6c928c49931d23b","1.168834434","No"
"0x81f6fd92224d05681467b6481281b70040f547af","1","No"
"0xdb7f98e1cce6b8cb2655e7370385cc498f9094d0","1","No"
"0xdf179b6cadbc61ffd86a3d2e55f6d6e083ade6c1","1","No"
"0x46472d42220fb565135494156988d21d6b85d17f","0.780135357","No"
"0xdc556a815605771336020065a0112c184fdd4597","0.623567741","No"
"0x903cf528c0c54ecb99991a69e0e095589917a0ce","0.006427748","No"
"0xf559648ae64c0f91656b6c0432e716b063df590c","0.000169457","No"
"0xc05cef6da19d63a710aff9a3120ad456842433e2","0.000000002","No"
"0x6e4141d33021b52c91c28608403db4a0ffb50ec6","0.000000001","No"
"0xa01cd5b68265b972b73a713f6d824d1a6d3612b0","0.000000001","No"
"0xd421377120f2beb487b3142095e5fa81a1870925","0.000000001","No"
